3.045685279187817507e-01,7.822190942777191847e-01,1.000000000000000056e-01,1.000000000000000000e+00,1.102675928136069849e+00,3.233944739960976644e-01,7.321035861968994141e-01,3.045685279187817507e-01,7.822190942777191847e-01,2.500000000000000120e-05
4.416243654822334941e-01,8.651890082675057769e-01,1.000000000000000056e-01,1.000000000000000000e+00,1.561197734782097335e+00,2.763235194111302029e-01,7.196660041809082031e-01,4.568527918781725705e-01,8.505424519789981375e-01,2.500000000000000120e-05
4.974619289340101447e-01,8.789561129503429271e-01,1.000000000000000056e-01,1.000000000000000000e+00,1.654324854498925079e+00,2.427438879174884101e-01,7.096016407012939453e-01,5.329949238578680637e-01,8.714071386863210256e-01,2.500000000000000120e-05
5.279187817258883531e-01,8.974667411637995418e-01,1.000000000000000056e-01,1.000000000000000000e+00,1.792159743014781537e+00,2.208290052899408162e-01,7.115259766578674316e-01,5.279187817258883531e-01,9.007934166635710449e-01,2.500000000000000120e-05
5.583756345177665059e-01,8.965650271022710394e-01,1.000000000000000056e-01,1.000000000000000000e+00,1.785047416774156126e+00,2.125497650506809333e-01,7.069953680038452148e-01,5.583756345177665059e-01,9.058404477203023664e-01,2.500000000000000120e-05
6.091370558375635014e-01,9.020888283516435013e-01,1.000000000000000056e-01,1.000000000000000000e+00,1.829350058951105140e+00,2.000620238718943400e-01,7.097597718238830566e-01,5.837563451776649481e-01,9.072714733272995158e-01,2.125000000000000153e-05
5.532994923857867953e-01,9.047542254371847559e-01,1.000000000000000056e-01,1.000000000000000000e+00,1.851384263052152868e+00,1.875523726594933438e-01,7.026996016502380371e-01,5.989847715736040801e-01,9.090253141478656929e-01,1.806250000000000198e-05
6.091370558375635014e-01,9.026659348000221073e-01,1.000000000000000056e-01,1.000000000000000000e+00,1.834083155718998936e+00,1.818798154053105354e-01,7.020384073257446289e-01,5.837563451776649481e-01,9.114820880313907470e-01,1.535312500000000219e-05
5.939086294416243694e-01,9.031511673146281893e-01,1.000000000000000056e-01,1.000000000000000000e+00,1.838078713157572430e+00,1.733811163929253052e-01,7.005419135093688965e-01,6.091370558375635014e-01,9.127317032518650342e-01,1.305015625000000118e-05
6.040609137055837907e-01,9.123545280740648078e-01,1.000000000000000056e-01,1.000000000000000000e+00,1.916821535244380481e+00,1.652284906797819031e-01,6.992879509925842285e-01,6.243654822335025223e-01,9.147161255134215185e-01,1.109263281250000050e-05
