4.467005076142132047e-01,8.028860615907363885e-01,1.000000000000000056e-01,1.000000000000000000e+00,1.204874831646460365e+00,3.118989863411872898e-01,7.241599559783935547e-01,4.467005076142132047e-01,8.028860615907363885e-01,2.500000000000000120e-05
4.670050761421319918e-01,8.684256974552344577e-01,1.000000000000000056e-01,1.000000000000000000e+00,1.582476911976482326e+00,2.682853199507855835e-01,7.161844372749328613e-01,5.126903553299492211e-01,8.486845719590631054e-01,2.500000000000000120e-05
5.939086294416243694e-01,9.079068342631982924e-01,1.000000000000000056e-01,1.000000000000000000e+00,1.878040403122227753e+00,2.599094191827385769e-01,7.114368677139282227e-01,5.431472081218273740e-01,8.891831934324582187e-01,2.500000000000000120e-05
5.989847715736040801e-01,9.115848015762526568e-01,1.000000000000000056e-01,1.000000000000000000e+00,1.910006850782590693e+00,2.340674966708567450e-01,7.085091471672058105e-01,5.685279187817259272e-01,9.008874137229672119e-01,2.500000000000000120e-05
6.040609137055837907e-01,8.987770605988592010e-01,1.000000000000000056e-01,1.000000000000000000e+00,1.802576489185376385e+00,2.183799865693528131e-01,7.057124376296997070e-01,6.142131979695431010e-01,9.046848064681322077e-01,2.500000000000000120e-05
5.989847715736040801e-01,9.156906892202243409e-01,1.000000000000000056e-01,1.000000000000000000e+00,1.946885617091588916e+00,2.055198532356395935e-01,7.036895751953125000e-01,6.192893401015228116e-01,9.105170890029082864e-01,2.125000000000000153e-05
6.497461928934009645e-01,9.173665887048114698e-01,1.000000000000000056e-01,1.000000000000000000e+00,1.962325879461064515e+00,1.893709392636609701e-01,7.043991684913635254e-01,6.243654822335025223e-01,9.140645563085211256e-01,1.806250000000000198e-05
6.700507614213198071e-01,9.141656365341106483e-01,1.000000000000000056e-01,1.000000000000000000e+00,1.933034046943769901e+00,1.817319429230905836e-01,6.979355812072753906e-01,6.345177664974619436e-01,9.181001981463428052e-01,1.535312500000000219e-05
6.598984771573603858e-01,9.236355080038750609e-01,1.000000000000000056e-01,1.000000000000000000e+00,2.022266439804986327e+00,1.802700810572680223e-01,6.995121836662292480e-01,6.700507614213198071e-01,9.203570674414377484e-01,1.305015625000000118e-05
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
